year,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1992,e) 4,244525,260279,2372395,2422136,12195,4.446,40201,14.657,467660,92795,374865,3.831,19.308,566873,252800,314073,10.437,23.404,-99213,-4.096,38.616,31450,31778,201131
1992,f) 5,225797,242512,2647934,2693854,10449,4.114,33360,13.136,459536,74890,384646,2.780,17.059,549915,216527,333388,8.038,20.414,-90379,-3.355,34.117,25414,25874,173782
1992,g) 6 to 10,875214,957604,9928722,10110529,36292,3.660,104165,10.505,1559282,261362,1297920,2.585,15.422,1922050,712290,1209760,7.045,19.010,-362768,-3.588,30.845,74337,76512,522525
1992,h) 11 to 15,564094,655009,7958586,8090701,22313,3.313,59416,8.821,1143477,215559,927918,2.664,14.133,1403777,465150,938627,5.749,17.351,-260300,-3.217,28.266,38001,39663,303002
1992,i) 16 to 20,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1992,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1992,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1992,l) Left Censored,1149720,2103729,58946344,59543366,88482,4.130,166271,7.760,6801978,1755040,5046938,2.947,11.424,7995752,2273442,5722310,3.818,13.428,-1193774,-2.005,22.847,61217,66952,484571
1993,a) 0,461076,465079,2540209,1270112,465079,200.000,X,X,2540211,2540209,X,199.999,199.999,X,X,X,X,X,2540197,199.998,X,X,X,X
1993,b) 1,336934,345450,2600784,2584791,1613,0.408,102320,25.851,776126,24529,751597,0.949,30.027,736015,425333,310682,16.455,28.475,40111,1.552,56.950,82930,83161,363989
1993,c) 2,291401,300562,2235206,2297936,11952,3.688,59025,18.212,518982,59389,459593,2.584,22.585,641367,319529,321838,13.905,27.911,-122385,-5.326,45.169,46528,48444,274537
1993,d) 3,272005,283278,2279755,2305920,12264,4.086,45986,15.322,494578,62501,432077,2.710,21.448,546074,249170,296904,10.806,23.681,-51496,-2.233,42.896,36460,36892,208315
1993,e) 4,246288,259963,2325514,2357751,10915,4.004,36255,13.298,448897,64952,383945,2.755,19.039,512416,213803,298613,9.068,21.733,-63519,-2.694,38.078,28719,29108,173373
1993,f) 5,223627,239344,2323199,2349564,10023,4.013,30846,12.350,423783,70917,352866,3.018,18.037,474790,192913,281877,8.211,20.208,-51007,-2.171,36.073,23646,24158,145572
1993,g) 6 to 10,908186,993537,10805200,10876205,37207,3.634,97660,9.539,1669201,258245,1410956,2.374,15.347,1810605,618347,1192258,5.685,16.647,-141404,-1.300,30.695,71989,73882,454595
1993,h) 11 to 15,558613,641629,7878130,7905361,19767,3.007,51247,7.796,1121241,190548,930693,2.410,14.183,1179662,349084,830578,4.416,14.922,-58421,-0.739,28.367,35011,36555,220631
1993,i) 16 to 20,100215,122707,1651442,1654780,3778,3.009,9500,7.566,232996,42549,190447,2.571,14.080,238759,74717,164042,4.515,14.428,-5763,-0.348,28.160,5959,6394,45178
1993,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,l) Left Censored,1096945,2030159,58456502,58676117,77354,3.743,150009,7.259,6716819,1545223,5171596,2.633,11.447,7167718,2020509,5147209,3.443,12.216,-450899,-0.768,22.895,55092,59845,429295
1994,a) 0,475987,480959,2687752,1343882,480959,199.998,X,X,2687752,2687752,X,199.999,199.999,X,X,X,X,X,2687739,199.998,X,X,X,X
1994,b) 1,349743,355190,2486130,2501225,1692,0.413,110363,26.949,752091,32381,719710,1.295,30.069,774353,470362,303991,18.805,30.959,-22262,-0.890,60.138,90629,90761,405790
1994,c) 2,288970,298406,2449725,2515241,10978,3.409,58226,18.081,557409,81939,475470,3.258,22.161,684953,333385,351568,13.255,27.232,-127544,-5.071,44.323,47231,47698,286265
1994,d) 3,258039,267690,2141492,2188607,10310,3.631,42765,15.062,439618,55808,383810,2.550,20.087,533802,241320,292482,11.026,24.390,-94184,-4.303,40.173,34347,34811,206007
1994,e) 4,245470,257259,2204720,2241074,10535,3.900,36211,13.407,434651,62665,371986,2.796,19.395,506063,213759,292304,9.538,22.581,-71412,-3.187,38.790,28638,29129,181425
1994,f) 5,224459,238908,2256017,2289239,9871,3.959,30709,12.317,413799,72117,341682,3.150,18.076,480877,195453,285424,8.538,21.006,-67078,-2.930,36.152,23891,24387,150180
1994,g) 6 to 10,929173,1018467,11341484,11399719,38476,3.665,101173,9.637,1764320,300092,1464228,2.632,15.477,1880326,671203,1209123,5.888,16.494,-116006,-1.018,30.954,74880,77224,492882
1994,h) 11 to 15,558260,638112,7989680,8007336,19657,3.006,51188,7.828,1103682,190367,913315,2.377,13.783,1139546,347544,792002,4.340,14.231,-35864,-0.448,27.567,35189,36761,231435
1994,i) 16 to 20,195452,238767,3292022,3285497,7672,3.148,17538,7.197,459660,97167,362493,2.957,13.991,446878,128545,318333,3.912,13.602,12782,0.389,27.203,11496,12156,77862
1994,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,l) Left Censored,1049469,1995955,58788745,58760694,90789,4.502,132513,6.570,6681681,1776840,4904841,3.024,11.371,6618798,1930398,4688400,3.285,11.264,62883,0.107,22.528,52535,57813,444206
1995,a) 0,494993,500344,2791721,1395873,500344,199.999,X,X,2791723,2791721,X,199.998,199.998,X,X,X,X,X,2791699,199.997,X,X,X,X
1995,b) 1,365287,371886,2670012,2664676,1674,0.393,109994,25.817,799912,35243,764669,1.323,30.019,782653,458401,324252,17.203,29.371,17259,0.648,58.743,89810,89930,393580
1995,c) 2,299826,306672,2420356,2440290,11498,3.477,59557,18.009,584503,74756,509747,3.063,23.952,621506,322717,298789,13.225,25.469,-37003,-1.516,47.904,48981,49146,280669
1995,d) 3,256854,267080,2372604,2397460,10590,3.746,41896,14.818,474229,64395,409834,2.686,19.780,521983,241549,280434,10.075,21.772,-47754,-1.992,39.561,33772,34278,207162
1995,e) 4,233984,244299,2098071,2115250,9515,3.717,32931,12.863,400240,53904,346336,2.548,18.922,433177,185287,247890,8.760,20.479,-32937,-1.557,37.843,26398,26835,157419
1995,f) 5,225105,237354,2203470,2205376,9863,3.991,29448,11.915,412220,64914,347306,2.943,18.692,415046,169276,245770,7.676,18.820,-2826,-0.128,37.383,23024,23575,139820
1995,g) 6 to 10,917550,1008917,11642188,11606614,39645,3.817,99146,9.545,1890613,361625,1528988,3.116,16.289,1817339,659599,1157740,5.683,15.658,73274,0.631,31.316,74272,76802,507450
1995,h) 11 to 15,597175,680851,8578420,8538996,21859,3.143,51074,7.344,1238172,241559,996613,2.829,14.500,1158265,359238,799027,4.207,13.564,79907,0.936,27.129,36129,37903,241250
1995,i) 16 to 20,282023,342039,4860549,4824868,10509,3.011,24363,6.981,673205,144548,528657,2.996,13.953,601848,180156,421692,3.734,12.474,71357,1.479,24.948,16340,17373,107852
1995,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1995,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1995,l) Left Censored,1000963,1960897,59373328,59083516,90858,4.592,126295,6.383,6783520,1851441,4932079,3.134,11.481,6196700,1735944,4460756,2.938,10.488,586820,0.993,20.976,49896,55815,430745
1996,a) 0,493270,495289,2796451,1398228,495289,199.999,X,X,2796451,2796451,X,200.000,200.000,X,X,X,X,X,2796446,199.999,X,X,X,X
1996,b) 1,378446,386503,2713503,2736826,2871,0.648,115771,26.136,798935,46178,752757,1.687,29.192,836264,472917,363347,17.280,30.556,-37329,-1.364,58.384,94670,94853,406200
1996,c) 2,312810,321531,2578172,2629651,12187,3.516,62304,17.976,582282,73865,508417,2.809,22.143,686069,335604,350465,12.762,26.090,-103787,-3.947,44.286,51052,51228,287424
1996,d) 3,264744,273020,2292452,2338309,10707,3.696,43990,15.187,466966,64773,402193,2.770,19.970,557548,256569,300979,10.972,23.844,-90582,-3.874,39.940,36103,36227,218713
1996,e) 4,231057,242466,2287427,2334764,9663,3.797,33676,13.234,403145,65240,337905,2.794,17.267,497554,200642,296912,8.594,21.311,-94409,-4.044,34.534,27029,27406,166637
1996,f) 5,213139,224616,2025484,2053017,8974,3.832,28120,12.007,360729,63271,297458,3.082,17.571,416148,170265,245883,8.293,20.270,-55419,-2.699,35.141,22328,22698,143491
1996,g) 6 to 10,911946,1001117,11412323,11527818,37761,3.654,102118,9.883,1734344,344575,1389769,2.989,15.045,1965458,690005,1275453,5.986,17.050,-231114,-2.005,30.090,76775,79463,532566
1996,h) 11 to 15,618578,707704,9032132,9080707,21752,3.004,54774,7.563,1243091,260628,982463,2.870,13.689,1338013,408701,929312,4.501,14.735,-94922,-1.045,27.379,39027,40989,280932
1996,i) 16 to 20,356473,433851,6153638,6174319,13136,2.966,31117,7.027,793361,181195,612166,2.935,12.849,834237,243281,590956,3.940,13.511,-40876,-0.662,25.699,21000,22450,149175
1996,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1996,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1996,l) Left Censored,940816,1912406,58747626,58860270,89744,4.647,127572,6.605,6582216,1876596,4705620,3.188,11.183,6807696,1870278,4937418,3.177,11.566,-225480,-0.383,22.366,48588,53914,444160
1997,a) 0,494468,502933,2808431,1404219,502933,199.999,X,X,2808431,2808431,X,200.000,200.000,X,X,X,X,X,2808424,199.999,X,X,X,X
1997,b) 1,375652,385030,2759439,2755297,7668,1.743,117263,26.661,876100,109940,766160,3.990,31.797,856784,498363,358421,18.087,31.096,19316,0.701,62.192,96446,96550,430759
1997,c) 2,322249,333572,2626479,2662389,13856,3.848,66791,18.551,640802,95200,545602,3.576,24.069,712091,375960,336131,14.121,26.746,-71289,-2.678,48.137,55052,55288,324077
1997,d) 3,275028,293220,2655070,2696278,12148,3.907,47582,15.303,559619,92675,466944,3.437,20.755,640262,298497,341765,11.071,23.746,-80643,-2.991,41.510,38962,39132,256768
1997,e) 4,237368,249210,2267104,2300637,11045,4.223,35767,13.674,460326,87488,372838,3.803,20.009,525794,230232,295562,10.007,22.854,-65468,-2.846,40.017,29092,29242,190486
1997,f) 5,209875,222410,2248490,2270852,8925,3.839,29094,12.514,412607,76676,335931,3.377,18.170,456027,194316,261711,8.557,20.082,-43420,-1.912,36.339,22981,23352,160376
1997,g) 6 to 10,890501,972069,10984187,11048409,37578,3.735,105653,10.501,1861759,360257,1501502,3.261,16.851,1991568,751559,1240009,6.802,18.026,-129809,-1.175,33.702,77908,80509,555820
1997,h) 11 to 15,647061,742404,9919584,9884249,24924,3.273,62979,8.271,1594646,338739,1255907,3.427,16.133,1523482,530530,992952,5.367,15.413,71164,0.720,30.826,41840,44277,320570
1997,i) 16 to 20,429745,523207,7861466,7840387,16733,3.126,41013,7.661,1144911,269999,874912,3.444,14.603,1100928,341567,759361,4.357,14.042,43983,0.561,28.084,25133,26939,198544
1997,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1997,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1997,l) Left Censored,894241,1851249,58964223,58872678,101485,5.403,155948,8.302,7843716,2191638,5652078,3.723,13.323,7640901,2548468,5092433,4.329,12.979,202815,0.344,25.957,46784,53859,476407
1998,a) 0,477232,479638,2782412,1391218,479638,199.998,X,X,2782413,2782412,X,199.998,199.998,X,X,X,X,X,2782390,199.997,X,X,X,X
1998,b) 1,383022,392333,2862122,2837240,968,0.216,111169,24.846,845624,17274,828350,0.609,29.804,786975,439475,347500,15.490,27.737,58649,2.067,55.475,88145,88436,361621
1998,c) 2,323029,332831,2693513,2725275,11385,3.173,63235,17.626,608250,64610,543640,2.371,22.319,669011,319072,349939,11.708,24.548,-60761,-2.230,44.638,50000,50197,261452
1998,d) 3,285830,298004,2567608,2599156,10837,3.429,46841,14.823,534978,68859,466119,2.649,20.583,597286,254488,342798,9.791,22.980,-62308,-2.397,41.166,36416,36660,203174
1998,e) 4,248341,268458,2655347,2661657,9876,3.510,35725,12.696,541505,102586,438919,3.854,20.345,548245,212040,336205,7.966,20.598,-6740,-0.253,40.689,27433,27723,167258
1998,f) 5,216716,228747,2234743,2252247,8023,3.357,28502,11.926,418381,68059,350322,3.022,18.576,450529,172090,278439,7.641,20.004,-32148,-1.427,37.152,21701,22202,138988
1998,g) 6 to 10,880131,952340,10759199,10782766,32068,3.258,95918,9.745,1785832,274536,1511296,2.546,16.562,1832339,640243,1192096,5.938,16.993,-46507,-0.431,33.124,69577,71680,468267
1998,h) 11 to 15,673162,778976,11201345,11177596,24104,3.024,60155,7.548,1694131,393177,1300954,3.518,15.156,1647873,557354,1090519,4.986,14.743,46258,0.414,29.485,39766,41701,291035
1998,i) 16 to 20,428444,516316,7911447,7890235,14645,2.778,36252,6.877,1068538,211893,856645,2.686,13.543,1026011,281365,744646,3.566,13.004,42527,0.539,26.007,22698,24121,156954
1998,j) 21 to 25,77464,100815,1826162,1825060,3275,3.183,7425,7.216,252612,60658,191954,3.324,13.841,248455,68647,179808,3.761,13.614,4157,0.228,27.227,4229,4815,36622
1998,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1998,l) Left Censored,859989,1838926,60181572,59879208,107668,5.824,127131,6.877,7440054,2076195,5363859,3.467,12.425,6813810,2006540,4807270,3.351,11.379,626244,1.046,22.759,40513,45687,389116
1999,a) 0,451324,454968,2467686,1233843,454968,200.000,X,X,2467686,2467686,X,200.000,200.000,X,X,X,X,X,2467686,200.000,X,X,X,X
1999,b) 1,368656,372456,2769284,2777849,1859,0.436,108990,25.583,778780,39685,739095,1.429,28.035,788168,444111,344057,15.988,28.373,-9388,-0.338,56.071,85913,85990,365961
1999,c) 2,330372,341235,2783328,2811918,13443,3.664,64744,17.647,658361,99746,558615,3.547,23.413,711562,358959,352603,12.766,25.305,-53201,-1.892,46.826,50628,51172,290175
1999,d) 3,286898,297545,2625630,2655533,12335,3.914,47519,15.079,534980,82073,452907,3.091,20.146,593436,277295,316141,10.442,22.347,-58456,-2.201,40.292,36905,37396,218884
1999,e) 4,258458,270961,2513560,2539249,11151,3.921,38078,13.388,497803,90231,407572,3.553,19.604,547739,241934,305805,9.528,21.571,-49936,-1.967,39.209,28899,29527,192598
1999,f) 5,227405,246095,2586479,2619333,10777,4.193,32694,12.719,480354,90457,389897,3.453,18.339,547690,238999,308691,9.124,20.910,-67336,-2.571,36.678,22717,23322,151679
1999,g) 6 to 10,874998,944416,10604096,10674664,34401,3.525,97138,9.955,1710731,314604,1396127,2.947,16.026,1849337,697481,1151856,6.534,17.325,-138606,-1.298,32.052,70871,73523,505987
1999,h) 11 to 15,686809,796129,11649889,11677766,26484,3.251,63365,7.779,1662505,358129,1304376,3.067,14.236,1716328,554743,1161585,4.750,14.697,-53823,-0.461,28.473,41829,44088,318344
1999,i) 16 to 20,427465,511887,8098536,8114619,15149,2.900,36253,6.939,1078964,260806,818158,3.214,13.297,1113486,330718,782768,4.076,13.722,-34522,-0.425,26.593,23394,24967,182438
1999,j) 21 to 25,150913,199088,3385712,3394831,6916,3.421,13047,6.454,438887,108174,330713,3.186,12.928,460863,138118,322745,4.068,13.575,-21976,-0.647,25.856,8064,8694,69289
1999,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1999,l) Left Censored,819629,1811306,60313620,60310574,103893,5.692,131757,7.219,7376405,2187536,5188869,3.627,12.231,7368501,2351772,5016729,3.899,12.218,7904,0.013,24.435,39486,45329,436757
2000,a) 0,446302,451083,2552310,1276162,451083,199.999,X,X,2552308,2552308,X,199.999,199.999,X,X,X,X,X,2552291,199.997,X,X,X,X
2000,b) 1,347085,351488,2586303,2526389,1040,0.258,104058,25.821,803917,23569,780348,0.933,31.821,674577,394571,280006,15.618,26.701,129340,5.120,53.402,81720,81863,320750
2000,c) 2,318673,323478,2810805,2779404,13087,3.762,61795,17.766,682498,84148,598350,3.028,24.556,618289,303129,315160,10.906,22.245,64209,2.310,44.491,48501,48580,248969
2000,d) 3,293170,304634,2816359,2805846,11989,3.713,48590,15.046,613472,81770,531702,2.914,21.864,591169,276017,315152,9.837,21.069,22303,0.795,42.138,37233,37749,221403
2000,e) 4,258460,269715,2653515,2641429,10135,3.574,37935,13.376,540357,91892,448465,3.479,20.457,513155,227779,285376,8.623,19.427,27202,1.030,38.854,28510,29140,173508
2000,f) 5,235236,248905,2518538,2503160,9776,3.763,31571,12.152,493902,68681,425221,2.744,19.731,462278,189156,273122,7.557,18.468,31624,1.263,36.936,23479,23973,144279
2000,g) 6 to 10,876585,948555,11085054,11071093,31790,3.236,99727,10.150,1852677,314428,1538249,2.840,16.734,1821366,685558,1135808,6.192,16.452,31311,0.283,32.903,70992,73550,482662
2000,h) 11 to 15,668440,773097,11707882,11676050,24507,3.091,64228,8.100,1724693,337197,1387496,2.888,14.771,1651517,573021,1078496,4.908,14.144,73176,0.627,28.289,41851,44344,310283
2000,i) 16 to 20,459224,550631,8657305,8640823,15244,2.710,38945,6.924,1210680,278052,932628,3.218,14.011,1175420,394611,780809,4.567,13.603,35260,0.408,27.206,24116,25861,190209
2000,j) 21 to 25,217449,284621,5075836,5028647,8787,3.034,18815,6.496,683349,196238,487111,3.902,13.589,591475,168272,423203,3.346,11.762,91874,1.827,23.524,11581,12692,88292
2000,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2000,l) Left Censored,782060,1795099,61117090,60904900,103391,5.728,123206,6.826,7527198,2130496,5396702,3.498,12.359,7122626,2153384,4969242,3.536,11.695,404572,0.664,23.389,37089,42956,403822
2001,a) 0,437112,441350,2461299,1230652,441350,200.000,X,X,2461299,2461299,X,200.000,200.000,X,X,X,X,X,2461295,199.999,X,X,X,X
2001,b) 1,340539,346486,2541566,2543005,1523,0.382,105511,26.478,761179,24394,736785,0.959,29.932,756569,431568,325001,16.971,29.751,4610,0.181,59.502,82197,82392,347773
2001,c) 2,297685,303405,2472463,2514121,12847,3.927,60250,18.419,568664,78069,490595,3.105,22.619,650706,323605,327101,12.871,25.882,-82042,-3.263,45.238,46980,47100,252918
2001,d) 3,281972,288243,2725147,2764801,12902,4.223,47403,15.517,550057,84788,465269,3.067,19.895,629878,285058,344820,10.310,22.782,-79821,-2.887,39.790,36534,36654,225612
2001,e) 4,264942,276583,2656200,2729342,11955,4.115,39874,13.724,493830,84259,409571,3.087,18.093,639805,264363,375442,9.686,23.442,-145975,-5.348,36.187,29849,30375,199173
2001,f) 5,236084,248156,2613076,2637393,10308,3.977,32381,12.493,472282,74711,397571,2.833,17.907,518157,211237,306920,8.009,19.647,-45875,-1.739,35.814,24231,24658,156589
2001,g) 6 to 10,888885,962049,11103117,11293301,37512,3.771,102757,10.331,1716102,329095,1387007,2.914,15.196,2099417,756275,1343142,6.697,18.590,-383315,-3.394,30.392,72195,74790,529525
2001,h) 11 to 15,666015,766855,11320623,11478326,26020,3.309,65081,8.276,1480089,314951,1165138,2.744,12.895,1795744,595764,1199980,5.190,15.645,-315655,-2.750,25.789,42294,44654,346813
2001,i) 16 to 20,478098,573643,9139251,9253980,18132,3.097,41793,7.138,1218330,313690,904640,3.390,13.165,1445703,539207,906496,5.827,15.622,-227373,-2.457,26.331,24884,26871,206065
2001,j) 21 to 25,277560,362499,6467122,6506896,12610,3.417,25660,6.953,811488,230780,580708,3.547,12.471,891924,278039,613885,4.273,13.707,-80436,-1.236,24.942,14521,16412,120946
2001,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2001,l) Left Censored,744143,1763547,60269267,60699844,109019,6.127,140714,7.908,7247032,2325069,4921963,3.830,11.939,8100982,2636778,5464204,4.344,13.346,-853950,-1.407,23.878,34604,41904,437395
2002,a) 0,455356,461071,3032369,1516192,461071,199.999,X,X,3032370,3032369,X,199.999,199.999,X,X,X,X,X,3032355,199.998,X,X,X,X
2002,b) 1,331554,339096,2324462,2398615,3926,1.005,106907,27.371,646080,63739,582341,2.657,26.936,788991,426817,362174,17.794,32.894,-142911,-5.958,53.871,80237,80384,336712
2002,c) 2,291069,299699,2341945,2441441,15907,4.920,63070,19.509,531541,103886,427655,4.255,21.772,730157,348243,381914,14.264,29.907,-198616,-8.135,43.543,47034,47294,274861
2002,d) 3,262732,272067,2261177,2361222,15293,5.311,47005,16.326,464185,113030,351155,4.787,19.659,663396,269842,393554,11.428,28.095,-199211,-8.437,39.317,34703,34933,212695
2002,e) 4,253390,264474,2545436,2630988,15801,5.712,40108,14.499,494095,128646,365449,4.890,18.780,665665,257921,407744,9.803,25.301,-171570,-6.521,37.560,29261,29379,194897
2002,f) 5,239950,254323,2457993,2556835,13344,5.025,35846,13.498,452134,109808,342326,4.295,17.683,649361,243836,405525,9.537,25.397,-197227,-7.714,35.367,25290,25587,178359
2002,g) 6 to 10,904546,985524,11062026,11449906,48450,4.760,113023,11.105,1762832,461108,1301724,4.027,15.396,2533281,835605,1697676,7.298,22.125,-770449,-6.729,30.792,75943,77824,563918
2002,h) 11 to 15,647924,740887,10163046,10487348,30566,4.014,71725,9.419,1433080,329782,1103298,3.145,13.665,2088684,698679,1390005,6.662,19.916,-655604,-6.251,27.330,43916,46192,428277
2002,i) 16 to 20,500509,603380,9482516,9749524,22429,3.634,49998,8.101,1267620,328729,938891,3.372,13.002,1800665,554974,1245691,5.692,18.469,-533045,-5.467,26.004,28687,30421,295210
2002,j) 21 to 25,333888,437368,7749508,7960324,17577,3.930,37378,8.357,1027496,306334,721162,3.848,12.908,1453797,475192,978605,5.970,18.263,-426301,-5.355,25.815,19834,21419,235768
2002,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2002,l) Left Censored,708668,1734604,58386028,59601887,114582,6.536,151823,8.660,7435821,2485630,4950191,4.170,12.476,9871172,3035661,6835511,5.093,16.562,-2435351,-4.086,24.952,39494,46158,702840
2003,a) 0,467762,470574,2593089,1296547,470574,200.000,X,X,2593089,2593089,X,200.000,200.000,X,X,X,X,X,2593084,199.999,X,X,X,X
2003,b) 1,349892,356931,2957822,2985706,2046,0.501,105692,25.857,712039,35175,676864,1.178,23.848,760072,423997,336075,14.201,25.457,-48033,-1.609,47.697,82150,82360,352346
2003,c) 2,288280,296156,2269379,2291061,15516,4.888,58012,18.277,518085,75817,442268,3.309,22.613,557855,277281,280574,12.103,24.349,-39770,-1.736,45.227,45419,45666,228847
2003,d) 3,259271,268880,2265340,2302204,14537,5.115,45134,15.882,476194,80501,395693,3.497,20.684,549034,251737,297297,10.935,23.848,-72840,-3.164,41.369,34960,35216,200989
2003,e) 4,238131,248069,2224904,2240498,12677,4.876,36497,14.038,452505,68621,383884,3.063,20.197,483259,206732,276527,9.227,21.569,-30754,-1.373,40.393,28066,28247,167865
2003,f) 5,231800,244552,2414722,2476295,12215,4.797,32379,12.716,427609,74401,353208,3.005,17.268,547784,226120,321664,9.131,22.121,-120175,-4.853,34.536,24837,24994,161486
2003,g) 6 to 10,929053,1011479,11268621,11351301,45486,4.355,111514,10.676,1961965,359833,1602132,3.170,17.284,2123614,751250,1372364,6.618,18.708,-161649,-1.424,34.568,80864,82374,536053
2003,h) 11 to 15,638997,722808,9629631,9680807,25927,3.499,62476,8.430,1441888,259971,1181917,2.685,14.894,1544540,490300,1054240,5.065,15.955,-102652,-1.060,29.789,42110,43573,309075
2003,i) 16 to 20,517584,630251,10396353,10443287,21294,3.314,45993,7.157,1360224,248151,1112073,2.376,13.025,1451386,449251,1002135,4.302,13.898,-91162,-0.873,26.050,27753,29242,207095
2003,j) 21 to 25,332156,425834,7464021,7489332,13661,3.149,29748,6.856,959838,214294,745544,2.861,12.816,1010051,295281,714770,3.943,13.487,-50213,-0.670,25.632,17217,18559,128608
2003,k) 26+,59774,84695,1691051,1700415,2674,3.102,5710,6.623,213923,48706,165217,2.864,12.581,231392,61856,169536,3.638,13.608,-17469,-1.027,25.161,2970,3335,26300
2003,l) Left Censored,679808,1699946,57304033,57884744,98409,5.732,131980,7.688,6587189,1969339,4617850,3.402,11.380,7767351,2409463,5357888,4.163,13.419,-1180162,-2.039,22.760,30229,34763,312589
2004,a) 0,505317,508168,2799257,1399632,508168,199.999,X,X,2799258,2799257,X,200.000,200.000,X,X,X,X,X,2799253,199.999,X,X,X,X
2004,b) 1,360498,363998,2621991,2627307,633,0.152,107265,25.704,723516,18017,705499,0.686,27.538,727080,417817,309263,15.903,27.674,-3564,-0.136,55.077,84386,84432,349606
2004,c) 2,304419,312061,2869879,2918680,13145,3.926,58673,17.523,540814,62296,478518,2.134,18.529,636936,307952,328984,10.551,21.823,-96122,-3.293,37.059,46336,46531,256899
2004,d) 3,257327,265240,2222151,2242394,11710,4.172,42619,15.183,434790,51923,382867,2.316,19.390,472442,219154,253288,9.773,21.069,-37652,-1.679,38.779,33015,33476,183997
2004,e) 4,234939,244604,2211191,2235026,11067,4.312,35201,13.714,398139,56645,341494,2.534,17.814,446032,199246,246786,8.915,19.956,-47893,-2.143,35.627,26869,27203,162492
2004,f) 5,216992,227633,2163338,2194757,9703,4.076,30542,12.830,375468,54763,320705,2.495,17.108,439644,180566,259078,8.227,20.032,-64176,-2.924,34.215,23178,23500,147202
2004,g) 6 to 10,939434,1020756,11415833,11550990,41024,3.889,109516,10.381,1765257,277917,1487340,2.406,15.282,2034581,764059,1270522,6.615,17.614,-269324,-2.332,30.565,80294,82545,553077
2004,h) 11 to 15,636115,713759,9475586,9517902,22263,3.041,58845,8.038,1301259,219292,1081967,2.304,13.672,1384404,438892,945512,4.611,14.545,-83145,-0.874,27.343,41290,42249,283267
2004,i) 16 to 20,528164,646163,10654311,10757580,18610,2.824,44405,6.738,1277326,231924,1045402,2.156,11.874,1496926,452973,1043953,4.211,13.915,-219600,-2.041,23.747,28047,29385,210579
2004,j) 21 to 25,332988,420121,7565755,7606854,11389,2.663,26562,6.210,827355,146789,680566,1.930,10.876,910503,255136,655367,3.354,11.970,-83148,-1.093,21.753,16733,18343,133767
2004,k) 26+,117416,168064,3174247,3167853,4864,2.852,9882,5.793,373852,99576,274276,3.143,11.801,361634,95102,266532,3.002,11.416,12218,0.386,22.831,5899,6175,41942
2004,l) Left Censored,651968,1677260,56989080,57164483,97148,5.754,119329,7.068,6436281,1821588,4614693,3.187,11.259,6809367,2207767,4601600,3.862,11.912,-373086,-0.653,22.518,28420,32597,321346
2005,a) 0,519121,524641,2941191,1470604,524641,199.999,X,X,2941192,2941191,X,199.999,199.999,X,X,X,X,X,2941175,199.998,X,X,X,X
2005,b) 1,388576,392816,2763361,2773469,1553,0.345,116633,25.898,771813,38431,733382,1.386,27.828,783720,439299,344421,15.839,28.258,-11907,-0.429,55.657,90498,90528,361764
